1,1,2,1,1,900,1759,8751,10651,12951
2,0,1,2,3,1150,5272,26161,28061,30611
3,1,2,2,3,900,4165,47204,49104,51404
4,1,1,2,3,1150,1145,67286,69186,71736
5,1,1,2,3,900,2000,83184,85084,87384
6,0,1,1,1,1150,4088,97244,99144,101694
7,1,1,2,3,900,756,118136,120036,122336
8,1,2,1,1,1150,1514,130888,132788,135338
9,1,2,2,2,900,1025,147515,149415,151715
10,1,1,2,3,1150,660,161834,163734,166284
11,1,2,2,2,1150,655,175912,177812,180362
12,0,2,1,1,900,1710,189562,191462,193762
13,1,1,1,1,1150,2388,206451,208351,210901
14,1,2,2,2,900,1365,224480,226380,228680
15,1,2,2,2,900,389,238081,239981,242281
16,1,2,2,3,1150,564,250065,251965,254515
17,1,2,2,2,900,2659,264210,266110,268410
18,1,2,2,2,1150,764,279836,281736,284286
19,1,2,2,2,900,953,294012,295912,298212
20,1,1,2,2,1150,630,306536,308436,310986
21,1,2,2,2,1150,762,323786,325686,328236
22,1,1,2,2,900,625,337515,339415,341715
23,1,2,1,1,900,2691,349705,351605,353905
24,1,2,1,1,1150,1688,365628,367528,370078
25,1,2,2,3,900,753,381921,383821,386121
26,1,2,2,2,1150,478,394375,396275,398825
27,1,1,2,2,900,2366,407759,409659,411959
28,1,2,1,1,1150,2515,428103,430003,432553
29,1,1,2,2,1150,968,445567,447467,450017
30,0,1,1,1,900,4163,460903,462803,465103
31,1,2,2,3,900,899,477801,479701,482001
32,1,1,2,3,1150,2463,490492,492392,494942
33,1,2,2,3,1150,767,506704,508604,511154
34,1,1,2,3,900,604,520992,522892,525192
35,1,2,1,1,1150,1776,534246,536146,538696
36,1,2,2,3,900,829,553080,554980,557280
37,1,2,2,3,900,655,565605,567505,569805
38,1,2,2,3,1150,1880,578318,580218,582768
39,1,1,2,2,1150,2294,597410,599310,601860
40,1,1,2,3,900,581,613267,615167,617467
41,1,2,2,3,1150,839,628923,630823,633373
42,0,2,2,3,900,4973,646104,648004,650304
43,1,1,2,2,1150,1080,666034,667934,670484
44,1,2,2,3,900,669,681172,683072,685372
45,1,1,2,3,1150,635,693837,695737,698287
46,1,1,2,2,900,556,707983,709883,712183
47,0,2,2,3,900,3476,722372,724272,726572
48,0,2,2,3,1150,7443,739524,741424,743974
49,1,2,1,1,900,2211,762866,764766,767066
50,1,1,2,3,1150,4439,778672,780572,783122
51,1,2,2,2,1150,971,802182,804082,806632
52,1,1,1,1,900,2164,816462,818362,820662
53,1,2,2,2,900,716,831714,833614,835914
54,0,2,1,1,1150,1521,844175,846075,848625
55,1,1,2,2,1150,637,862339,864239,866789
56,1,1,1,1,900,1529,875838,877738,880038
57,0,1,1,1,1150,6389,890659,892559,895109
58,1,2,2,2,900,4772,911554,913454,915754
59,1,1,2,3,1150,7614,935381,937281,939831
60,1,1,2,3,900,889,959520,961420,963720
61,1,1,1,1,1150,2255,1003593,1005493,1008043
62,0,1,1,1,900,2415,1019992,1021892,1024192
63,1,1,2,2,1150,1528,1039662,1041562,1044112
64,1,2,1,1,900,2531,1054686,1056586,1058886
65,1,2,2,2,900,1847,1070678,1072578,1074878
66,1,1,2,2,1150,1238,1085036,1086936,1089486
67,0,1,2,3,900,9957,1099281,1101181,1103481
68,1,1,2,3,1150,484,1121246,1123146,1125696
69,0,1,2,2,900,6284,1134668,1136568,1138868
70,1,1,2,2,1150,1045,1152628,1154528,1157078
71,1,1,2,2,900,4863,1166613,1168513,1170813
72,1,2,2,3,1150,655,1184100,1186000,1188550
73,1,1,2,3,900,1094,1197709,1199609,1201909
74,1,1,1,1,1150,1352,1210639,1212539,1215089
75,1,2,1,1,900,1467,1226776,1228676,1230976
76,1,2,1,1,1150,1222,1241425,1243325,1245875
77,1,1,2,2,1150,840,1256985,1258885,1261435
78,1,1,2,2,900,844,1270808,1272708,1275008
79,0,2,1,1,1150,2585,1283064,1284964,1287514
80,1,1,2,2,900,1554,1301214,1303114,1305414
81,1,2,2,3,900,4168,1359626,1361526,1363826
82,1,2,1,1,1150,1528,1375496,1377396,1379946
83,1,2,1,1,1150,1171,1393331,1395231,1397781
84,1,1,2,2,900,590,1409416,1411316,1413616
85,1,1,2,3,1150,823,1422015,1423915,1426465
86,1,2,2,3,900,511,1435877,1437777,1440077
87,0,2,1,1,900,1576,1447784,1449684,1451984
88,1,2,2,3,1150,524,1463777,1465677,1468227
89,1,2,2,2,900,447,1478874,1480774,1483074
90,1,1,1,1,1150,3707,1491157,1493057,1495607
91,1,2,2,2,900,838,1508678,1510578,1512878
92,1,1,2,3,1150,739,1521140,1523040,1525590
93,1,2,1,1,900,4910,1535030,1536930,1539230
94,1,1,2,3,1150,809,1553705,1555605,1558155
95,1,2,2,2,1150,1590,1568083,1569983,1572533
96,1,1,2,3,900,543,1583078,1584978,1587278
97,1,1,1,1,1150,1708,1595461,1597361,1599911
98,1,1,1,1,900,2149,1613249,1615149,1617449
99,1,1,2,3,1150,601,1630475,1632375,1634925
100,1,2,1,1,900,6742,1643791,1645691,1647991
101,1,2,2,3,900,1446,1666072,1667972,1670272
102,1,1,1,1,1150,1652,1680619,1682519,1685069
103,1,1,2,3,900,694,1702557,1704457,1706757
104,1,2,2,2,1150,693,1714943,1716843,1719393
105,1,1,2,2,900,994,1728398,1730298,1732598
106,1,2,2,2,1150,661,1741166,1743066,1745616
107,1,2,1,1,900,2256,1754472,1756372,1758672
108,1,2,2,2,1150,617,1772012,1773912,1776462
109,1,1,2,2,1150,549,1785425,1787325,1789875
110,1,2,2,2,900,593,1803936,1805836,1808136
111,1,1,2,2,1150,3984,1816086,1817986,1820536
112,1,1,1,1,900,2119,1834079,1835979,1838279
113,1,2,2,3,900,546,1851298,1853198,1855498
114,1,2,2,3,1150,602,1863307,1865207,1867757
115,1,1,2,2,900,559,1877849,1879749,1882049
116,1,1,2,3,1150,642,1889820,1891720,1894270
117,1,2,2,2,900,552,1903339,1905239,1907539
118,1,1,1,1,1150,2192,1918626,1920526,1923076
119,0,1,2,3,900,4204,1936099,1937999,1940299
120,1,2,1,1,1150,2362,1952711,1954611,1957161
121,1,1,1,1,900,3730,2041340,2043240,2045540
122,1,2,2,3,1150,1462,2058937,2060837,2063387
123,1,2,1,1,900,3657,2073219,2075119,2077419
124,1,1,2,3,1150,658,2089167,2091067,2093617
125,1,1,2,3,1150,810,2105395,2107295,2109845
126,1,1,2,3,900,5276,2118877,2120777,2123077
127,1,1,2,2,1150,7557,2136413,2138313,2140863
128,1,1,1,1,900,4063,2157281,2159181,2161481
129,1,2,2,3,1150,4525,2173640,2175540,2178090
130,1,1,2,3,900,705,2191181,2193081,2195381
131,1,2,1,1,900,1335,2203660,2205560,2207860
132,1,1,2,2,1150,623,2219916,2221816,2224366
133,1,2,2,2,1150,773,2233532,2235432,2237982
134,0,2,1,1,900,5341,2250605,2252505,2254805
135,1,1,2,3,900,568,2268387,2270287,2272587
136,1,1,2,3,1150,600,2280538,2282438,2284988
137,1,2,1,1,900,10080,2294246,2296146,2298446
138,1,2,2,2,1150,588,2316676,2318576,2321126
139,1,2,1,1,1150,1618,2330315,2332215,2334765
140,1,1,1,1,900,2843,2347288,2349188,2351488
141,1,2,2,3,1150,722,2398680,2400580,2403130
142,1,2,1,1,900,2100,2412405,2414305,2416605
143,1,1,2,3,900,892,2426862,2428762,2431062
144,1,2,2,2,1150,1871,2439263,2441163,2443713
145,1,2,2,2,900,623,2454147,2456047,2458347
146,1,2,2,3,1150,493,2466448,2468348,2470898
147,0,1,1,1,900,4103,2479952,2481852,2484152
148,1,1,2,2,1150,817,2497074,2498974,2501524
149,1,2,1,1,1150,7830,2512104,2514004,2516554
150,1,1,1,1,900,1310,2533377,2535277,2537577
151,1,1,1,1,1150,2315,2547573,2549473,2552023
152,1,1,1,1,900,3197,2563909,2565809,2568109
153,1,2,2,3,900,1476,2580707,2582607,2584907
154,0,2,2,2,1150,2397,2595512,2597412,2599962
