10.603,17.313,10.137,-4.3425,8.258,13.567,11.116,-0.093623,1.3494,0.64185,-6.1528,-2.563,-4.798,-6.6754,-4.1866,3.7276,1.1311,-1.5801,-1.8678,-6.4273,7.4404,16.857,16.467,7.3921,16.532,5.6959,4.6917,-0.93477,-1.7943,-7.4808,-13.498,-3.3182,-2.6345,-5.8464,-2.4168,-5.5828,-4.1003,-11.158,-9.5189,-3.6148,0.23319,0.49722,0.50585,-0.63722,-2.3904,-7.5427,-10.281,-3.0998,-2.6767,-2.8119,-3.649,0.26646,1.4831,-3.5573,-4.0371,-3.7925,-11.577,-6.1588,-1.6872,3.2865,7.0056,3.6055,-4.1585,0.30921
8.6851,12.496,7.8637,-3.1743,5.856,9.3542,7.3384,-1.607,0.23186,0.98834,-3.7506,-1.1391,-4.1823,-6.0836,-3.9589,4.4092,0.027188,-4.1692,-3.7,-10.91,-0.09556,10.991,14.702,8.6935,12.669,0.23986,3.4654,0.65199,0.96281,-5.6211,-14.293,-4.7519,0.3851,-2.2905,-1.8927,-1.994,-0.53436,-8.1257,-5.9544,-2.2041,-0.63607,-0.6524,-0.43771,-1.4135,-2.1931,-6.7369,-8.9022,-2.8133,-2.8501,-2.6849,-3.7173,0.032142,2.8334,-1.9993,-3.3183,-4.2084,-9.8279,-2.8122,2.3094,6.1765,7.128,6.7758,0.41208,3.8279
6.6928,7.4196,6.2843,-1.0605,3.0523,3.8739,3.8927,-1.6276,-1.7277,0.24218,-2.3529,-0.63527,-1.1171,-3.9444,-3.3041,1.8162,-0.67753,-2.7714,-4.2944,-12.036,-5.8604,1.8937,6.3279,5.4117,4.2403,-5.1435,0.69252,2.6548,2.0823,-3.7001,-11.671,-4.8666,3.0401,0.076722,-2.3999,0.54155,3.4835,-4.1546,-2.9249,-1.569,-1.8395,-1.9402,-0.61013,-1.4106,-1.8813,-6.0075,-7.3901,-3.7922,-3.6639,-1.4058,-1.6703,0.66789,4.4837,2.0719,0.2801,-2.925,-4.3248,4.2225,8.9213,9.5792,5.2452,10.527,5.7475,6.3641
4.3533,4.7071,3.9548,0.30612,1.3237,0.80964,2.8987,-0.011837,-2.2658,-0.064723,-0.59022,-0.064463,1.5323,-1.7374,-2.2247,-1.5994,-1.2223,-0.75375,-4.3262,-11.733,-8.7317,-5.0066,-2.2369,0.53268,-3.8575,-9.6873,-3.6304,3.2884,0.6278,-3.498,-8.9762,-3.9682,2.0802,-0.20733,-2.8459,-1.0331,2.1402,-2.2455,-3.323,-2.9951,-2.7956,-2.2594,-0.17132,-1.1097,-1.7084,-4.3413,-3.8216,-2.248,-2.4043,0.12752,0.31563,1.6132,6.5248,6.1478,3.8504,-0.80864,0.89335,11.308,16.27,14.246,3.3733,15.893,10.481,8.2432
3.193,4.77,2.6685,0.37529,2.2711,1.7352,2.9564,0.90647,-0.72031,1.5595,1.8248,2.1004,3.189,-0.097585,-1.3774,-3.3539,-1.9958,-0.91954,-3.9091,-14.349,-13.562,-9.9818,-6.8175,-1.5271,-9.42,-15.871,-7.8739,3.2535,-0.46787,-4.5221,-8.8254,-3.2348,-1.3808,-2.0778,-1.1546,-4.8231,-3.4224,-3.4916,-5.8713,-4.4948,-1.871,0.1928,1.0743,-0.5379,-1.2438,-2.2273,-0.15037,1.2334,0.025222,0.58427,0.44275,2.0534,8.0674,8.0764,5.1523,0.40707,3.6424,16.16,22.134,18.707,2.3794,21.533,14.987,10.976
4.7948,6.2096,5.2097,0.34755,5.3069,4.3495,2.2803,0.18967,0.90644,3.8097,2.8185,4.5774,5.2602,1.506,-0.96246,-3.6836,-2.5574,-1.8476,-3.2039,-19.971,-22.224,-16.072,-9.513,-0.84305,-13.981,-24.125,-10.566,3.9025,0.54884,-5.1863,-9.4784,-2.9532,-3.291,-3.7761,1.9118,-7.0222,-6.3204,-5.8491,-7.8349,-4.4418,0.72777,4.7595,3.4887,0.76992,-0.39707,-1.7883,-0.12813,2.0954,0.24606,0.41096,0.20049,2.4482,8.3444,8.9082,6.032,0.89406,6.5878,20.586,26.004,20.464,0.90365,24.555,19.816,14.001
7.454,6.9388,9.6697,0.94453,7.4934,5.356,1.2364,-0.28137,1.1262,4.3143,0.90165,4.7407,7.4433,3.2786,-0.23434,-3.9605,-2.2874,-1.2179,-2.6516,-23.888,-28.994,-22.054,-13.06,-0.74109,-18.504,-30.214,-12,4.1675,1.8165,-4.7292,-8.7837,-3.0512,-1.8584,-4.0582,3.7009,-5.8788,-3.1772,-6.512,-7.6897,-3.1735,2.9824,8.1992,6.2424,2.5984,0.37352,-3.553,-3.8883,-1.2751,-2.3566,0.78498,1.4475,3.549,7.7051,10.339,8.5181,1.525,11.201,25.766,28.199,18.992,-1.6596,23.708,23.652,15.042
8.2185,6.2999,11.504,1.3778,7.0804,4.461,1.2521,0.92804,0.74563,2.9758,-2.299,2.4827,7.5102,4.0886,0.87848,-4.7577,-1.828,0.2296,-2.1951,-22.365,-27.977,-23.594,-16.174,-2.4661,-20.967,-29.821,-12.682,2.3089,1.3984,-3.2484,-7.026,-3.1515,0.82392,-2.8671,3.3484,-2.6358,2.2453,-5.0132,-5.5402,-1.4226,3.8182,8.4421,7.5645,3.7802,0.58303,-5.3519,-7.5025,-5.1111,-5.0322,0.98225,2.8628,4.6377,6.6889,11.238,10.627,1.9907,14.533,28.721,27.904,15.779,-3.7996,20.169,24.305,13.16
6.8753,5.106,10.123,1.4343,5.6092,3.315,1.7751,2.1267,0.28805,1.5356,-3.7723,0.088202,4.9842,2.7623,1.1557,-5.7229,-2.4622,0.56901,-1.2475,-15.622,-20.337,-19.865,-16.343,-4.0778,-19.062,-22.875,-11.488,-0.88708,-0.0017559,-0.74431,-3.8701,-2.1428,1.7575,-1.6995,2.6716,-0.18259,4.7888,-2.9921,-2.971,0.22615,4.0991,7.2082,6.8781,3.5483,0.084363,-5.4777,-7.8981,-6.0355,-5.9775,-0.38565,2.1556,4.2976,5.1996,9.5702,9.6474,1.9833,14.627,26.403,23.93,11.995,-4.4409,15.168,21.038,9.2228
5.229,3.7638,8.5534,2.0148,5.2284,2.3261,0.69721,1.1751,-0.91369,1.1373,-2.5755,-0.7366,2.5261,0.29988,0.16462,-6.1382,-3.9334,0.051167,0.47898,-6.3334,-12.035,-14.778,-13.998,-4.2357,-14.157,-13.292,-7.9705,-3.0737,-0.79532,2.9139,2.3747,0.65224,0.22796,-2.0865,3.196,-0.28741,3.5487,-1.8902,-1.8809,1.017,4.6497,7.0036,5.2011,2.4432,-0.75945,-4.9578,-6.0833,-5.0418,-6.0194,-2.4066,-0.053164,2.441,3.1135,5.9997,6.672,2.3402,13.912,20.247,16.836,7.4731,-4.4227,8.6694,15.361,4.4515
4.2697,2.6416,8.048,2.7827,5.8003,1.578,-1.3472,-0.55436,-1.9162,1.7867,-0.51406,0.012179,2.3106,-0.85467,-0.70012,-5.7458,-4.6606,-0.10645,2.769,1.9225,-7.3221,-11.678,-11.558,-4.1162,-10.232,-6.2093,-4.6957,-3.3066,-0.8731,6.6519,10.395,4.7325,-1.9206,-3.5895,3.5808,-1.9285,1.0342,-2.151,-2.7294,0.55487,4.6218,6.8575,3.3876,1.511,-1.2784,-5.428,-4.9003,-3.922,-5.8413,-2.7627,-1.1621,0.4375,0.55447,2.6047,4.4109,3.7073,14.323,13.351,8.0666,1.4075,-4.7214,0.47162,9.2021,-0.23584
3.8189,2.8379,7.1861,1.9175,5.5941,2.0808,-1.0744,-0.30205,-0.82524,2.5466,0.13278,1.7727,3.0832,-0.18568,-0.4123,-4.7936,-4.0785,0.015829,5.7113,6.3986,-5.7701,-9.8182,-9.5309,-4.4276,-8.4136,-4.0561,-3.8141,-2.4685,-1.1542,7.9327,15.518,9.7113,-2.6627,-4.5047,1.7083,-3.1365,-0.5842,-3.7168,-4.6109,-0.91402,2.8273,4.3565,1.6782,1.1919,-1.2015,-6.6302,-5.3879,-1.792,-4.5104,-0.75348,-0.14854,-0.53599,-2.5534,-0.18188,3.2201,5.5342,13.446,5.9571,-1.8115,-6.4814,-5.3558,-8.7515,2.6595,-4.5318
3.0949,3.8141,4.8591,-1.0299,3.3715,3.1232,1.5479,1.0489,1.086,1.9162,-0.96807,4.358,2.7293,0.3043,0.034896,-3.0055,-2.8709,0.061598,9.5976,7.3127,-4.6522,-6.7912,-5.8405,-3.4003,-5.7045,-4.5048,-3.5857,-1.6589,-1.8942,5.5691,15.641,15.264,-2.0861,-4.0661,-1.2547,-3.3992,-1.1436,-5.9753,-6.5797,-2.7831,0.096651,0.73331,0.51343,1.1519,-1.0389,-7.4672,-6.454,2.3252,-1.7537,2.0089,1.4407,-0.78542,-6.1324,-2.8583,2.0398,6.971,9.0079,-2.362,-11.522,-14.693,-6.1833,-17.327,-4.7729,-8.5685
0.75553,2.6358,0.99941,-4.0929,-0.54177,1.873,2.547,0.57261,0.77773,0.007431,-1.7821,7.3877,1.7448,-0.59655,-0.52517,-0.13259,-1.5187,0.32391,13.159,7.0352,-2.7651,-2.3754,0.15082,-0.19326,-0.61553,-3.9571,-1.9819,-1.3507,-2.8142,1.7484,13.667,19.258,-1.8836,-2.7458,-1.8969,-3.2449,-1.6296,-7.6774,-8.0915,-4.3202,-1.4037,-0.49469,0.057285,0.76141,-1.5222,-7.8312,-6.6992,6.4484,0.661,3.286,1.5227,-1.5019,-9.1184,-4.9507,0.90196,7.7008,3.8351,-8.7972,-17.764,-20.059,-6.8419,-22.831,-11.339,-11.901
-3.4014,-1.3348,-3.8085,-5.3383,-4.2921,-1.871,0.76687,-1.1793,-1.3208,-0.81449,-0.29992,9.4795,1.8658,-1.7368,-1.4326,2.4729,-0.25742,0.70969,13.649,6.9436,-0.57128,1.6374,5.3921,2.5194,4.001,-1.8391,-0.42899,-1.5174,-4.1671,-0.91195,12.354,18.998,-2.9673,-1.4403,0.00066251,-3.2738,-2.8136,-7.9589,-9.01,-5.3005,-1.295,0.71612,-0.3263,-0.12732,-2.5846,-7.7205,-5.3038,8.0101,1.4662,2.5718,0.059273,-2.8045,-10.063,-5.7179,0.44731,7.7272,1.8244,-10.499,-18.714,-20.517,-6.4235,-23.666,-14.601,-13.647
-6.5861,-3.7741,-7.3986,-5.1436,-5.8664,-4.1693,0.022816,-1.2966,-2.2369,0.41621,2.5061,9.4159,3.0198,-1.9534,-1.6029,3.2458,0.59826,0.98906,10.531,6.4893,1.9753,4.5429,7.3774,2.4435,6.1547,0.77685,-0.11629,-1.6241,-5.8471,-2.7653,10.177,15.178,-4.6068,-1.3869,0.69216,-4.3253,-4.793,-7.461,-9.6367,-6.1776,-1.3721,0.99354,-0.98738,-0.76338,-3.07,-6.1221,-2.2803,7.6919,2.0484,1.8786,-0.74576,-3.3767,-8.9914,-5.4591,0.43789,6.9997,1.1542,-9.8832,-17.13,-17.818,-4.8155,-21.288,-15.489,-13.9
